flight,start_index,truth_path_km,lstm_mean_error_km,lstm_median_error_km,lstm_p95_error_km,lstm_path_error_km,great_circle_mean_error_km,great_circle_median_error_km,great_circle_p95_error_km,great_circle_path_error_km,linear_mean_error_km,linear_median_error_km,linear_p95_error_km,linear_path_error_km
00048b_1719911898,35,2000.1499866494892,108.8466450070594,30.08550150448925,498.18128451468556,-1780.1155175092085,109.32205653814503,30.99542076724245,498.25363089562813,-1782.6464285642091,109.33151555665503,30.986048004633794,498.25387615150834,-1782.6455980130386
00048b_1719911898,4,569.0724633815486,102.44162003266413,86.66385969660337,221.6336980414025,129.1667547601386,150.0260180658358,141.55306999191419,236.33373775098934,96.51977325202313,150.04607193913893,141.57469787603162,236.35847329779415,96.5248357978453
00048b_1742829930,25,89.77704192302669,4.089563320893036,2.4585158091486807,11.744668356740771,1.4785117197950512,4.03882978886544,2.187809307318237,11.804127500149647,2.3884757051082346,4.03948439128981,2.188701316702664,11.805425403576278,2.3884975453365342
00048b_1742829930,62,82.57051677825591,14.380421621389422,15.809534668510729,21.705392383954422,16.16399034181869,14.369515907728237,15.806323163495414,21.88103029458595,17.04151598986529,14.374617772148753,15.812260532576557,21.88524106891394,17.04152070743683
00048b_1742829930,68,121.89038670837203,10.113333695876637,10.480409193103046,15.556272426008722,-21.593006561619717,10.134647348698609,10.81571838183395,16.317694821999744,-21.077311504439493,10.144298532780088,10.806739894596149,16.354475959858338,-21.07717925505601
00048b_1745194886,24,81.76145188428842,6.012350218040223,6.085959788287596,11.204493344644645,12.82446364355205,6.225346678934005,6.321132729612984,11.507959292092849,13.736350247183765,6.225616283110897,6.3207432171851865,11.508007891581745,13.736377588642682
00048b_1745194886,45,112.24164367380564,9.642463561776433,8.909162741840154,18.372584557101497,-17.527303872503637,9.575591261955719,8.832954212508179,18.298131551855267,-16.914735184877927,9.575041499113476,8.831532816120788,18.2975361978546,-16.914703857271107
00048b_1745194886,47,96.44944654363331,13.177936183509956,10.898394320757895,24.909741127844008,20.641158008325718,13.266409400565504,10.912427009824013,24.994672854056397,21.170459177756612,13.274013623414154,10.919107553738339,24.99364930790084,21.170534511553853
00048d_1696475481,0,348.290840037175,17.95173541148356,15.803584655815879,30.21884448525044,-16.31862078081383,18.165553587922005,16.0933856272258,30.34460340008718,-16.802367658783908,17.949880835648383,15.764728927856133,30.105024066952048,-16.80044577798077
00048d_1696475481,1,318.87424993627087,27.34005272843574,23.054454845201693,49.12216152006256,60.406377305147316,27.53836463929872,23.209715981243917,49.104045367967316,59.911550092326195,27.292593490654944,22.914705546479986,49.05779076264892,59.91457786248395
00048d_1696475481,0,348.290840037175,17.95173541148356,15.803584655815879,30.21884448525044,-16.31862078081383,18.165553587922005,16.0933856272258,30.34460340008718,-16.802367658783908,17.949880835648383,15.764728927856133,30.105024066952048,-16.80044577798077
00062f_1689063260,9,311.7299389509981,73.91020021996287,61.21109152777309,148.77926950137254,31.638257195518747,73.00403563929534,60.9456385739026,144.604161300331,23.42223795507175,73.05583763300578,61.01454242962121,144.64971998283903,23.42529834370282
00062f_1689063260,27,205.71013686605465,25.95613759265949,17.111495697338917,65.3223462011339,-1.045585751018308,25.84179785205763,17.574690179071716,65.64073126493577,-4.106041526385013,25.84374153597427,17.57692288229233,65.64348188564307,-4.105546445957486
00062f_1689063260,25,268.46544579387825,11.348180054991902,6.7148346448816385,33.63232684468864,-30.000640927802863,12.038943706371025,6.741510894015558,34.98968938757174,-33.4986338802868,12.037554297119083,6.736079308742921,34.991885574772986,-33.497848076750955
00062f_1698620649,3,199.64590357741525,12.375251597495073,13.792035929348806,21.859458609813725,-4.897430659126542,10.921604198337652,12.49594966023804,20.61526527216924,-4.895880573633633,10.921194617862232,12.495636792472574,20.614751947397856,-4.89538505810782
00062f_1698620649,19,293.8892480714089,12.527702686438289,9.928872707536165,26.342744708238357,19.47287403487246,11.849744181205974,10.486426757413412,26.94433699125797,13.465723902726836,11.856089944031153,10.468127127440386,26.966871718707733,13.467717219886026
00062f_1698620649,4,181.7421717001983,12.236793654699692,10.392307206455616,27.31900323666423,-4.802163919378387,10.653596053835074,7.79109779778352,24.913880328501957,-5.09743046338528,10.652917529483892,7.790500198495032,24.91305345584665,-5.0970604262599295
00062f_1698965413,1,331.650867819874,26.951882081434995,20.03179637154754,55.014360842440865,15.997752007910606,25.914590876492973,19.755740246200816,51.42643960700242,5.864263265006514,25.88740448946328,19.810663215298177,51.350317491459734,5.869521525706091
00062f_1698965413,0,352.8255287346403,17.535221724788773,15.701403045776907,38.34500571090132,-16.89812972664015,18.21827929970278,18.95081212434653,36.69404564292689,-26.12994704775707,18.22985258540957,18.895628542233833,36.69653310919276,-26.12522637177534
00062f_1698965413,1,331.650867819874,26.951882081434995,20.03179637154754,55.014360842440865,15.997752007910606,25.914590876492973,19.755740246200816,51.42643960700242,5.864263265006514,25.88740448946328,19.810663215298177,51.350317491459734,5.869521525706091
00062f_1699572049,6,349.4597902157733,35.5896574090401,24.882154015657953,82.1691338549835,-0.12281144956352819,25.66385899743936,24.147323013364662,52.49288591838734,-9.380671094329045,25.662596152364006,24.132660369349797,52.493276401531745,-9.378030968486996
00062f_1699572049,6,349.4597902157733,35.5896574090401,24.882154015657953,82.1691338549835,-0.12281144956352819,25.66385899743936,24.147323013364662,52.49288591838734,-9.380671094329045,25.662596152364006,24.132660369349797,52.493276401531745,-9.378030968486996
00062f_1699572049,5,365.7455035638029,27.74071141860059,23.163613852884424,65.50327059127778,-30.394616513855453,31.42566198348451,24.788712721581387,57.57043104044802,-39.33393020308421,31.42728303278716,24.796784056813443,57.58329264173199,-39.33159985872874
00062f_1699743978,5,266.8990227613289,21.48118384743372,13.574888587940181,54.00884009950152,-4.1073810212853346,26.700939888388177,18.272853465596608,62.8574838371909,-6.687167204688819,26.70044513216855,18.274663325578103,62.8608493086183,-6.686025475777285
00062f_1699743978,7,230.37349516318199,25.634226376951524,17.170854489369113,59.77933262779217,22.511369486948524,28.759240660776452,21.523291620444255,63.06553744053708,21.627910617573605,28.760791016391615,21.52484237378793,63.06776805445198,21.629062456140048
00062f_1699743978,3,313.4102818552348,17.49631001345937,12.01914353400632,43.284068548232604,-6.669648352285037,34.30682806222053,32.49014034749535,67.25237043459994,-17.32177932829535,34.29713168234236,32.46818904110995,67.25307421012944,-17.320666437553484
00062f_1700263233,15,212.71136543856548,14.525564105321752,15.294599654003001,21.534557263410676,-22.23099745739202,13.25023185892616,14.147199729980827,19.518013624831582,-22.263718555123972,13.251196899423254,14.14790340028471,19.518056545303498,-22.263342327319236
00062f_1700263233,11,163.21503172329068,29.30692557681214,25.151247014240028,53.554389227884805,4.568114479891193,25.472008167608767,20.25908977914257,48.437554285404445,3.3678139714086797,25.472346355639544,20.259810433727978,48.43792198598563,3.368031943203448
